City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Nexø,DK,55.0607,15.1306,51.89,75,2,15.19,clear sky
345,Coahuayana Viejo,MX,18.7333,-103.6833,75.76,92,96,2.37,overcast clouds
346,Honiara,SB,-9.4333,159.95,83.77,77,90,6.02,overcast clouds
347,Panabá,MX,21.2833,-88.2667,71.85,84,16,4.14,few clouds
348,Mitoc,RO,48.1,27.0333,47.7,80,89,13.8,overcast clouds
349,Manggar,ID,-2.8833,108.2667,85.12,66,86,5.93,overcast clouds
350,Ürümqi,CN,43.801,87.6005,47.35,25,0,8.95,clear sky
351,Gizo Government Station,SB,-8.103,156.8419,84.49,70,100,4.65,overcast clouds
352,Coquimbo,CL,-29.9533,-71.3436,55.13,82,100,5.75,overcast clouds
353,Evensk,RU,61.95,159.2333,37.42,56,88,20.15,overcast clouds
354,Mogadishu,SO,2.0371,45.3438,78.67,83,40,11.5,scattered clouds
355,Anadyr,RU,64.75,177.4833,32.5,86,75,4.47,broken clouds
356,Kisangani,CD,0.5167,25.2,69.49,99,87,1.14,light rain
357,Vila Velha,BR,-20.3297,-40.2925,73.35,95,100,1.14,moderate rain
358,Noumea,NC,-22.2763,166.4572,75.18,61,19,12.15,few clouds
359,Synya,RU,65.3718,58.0387,39.99,81,100,2.57,overcast clouds
360,Yeppoon,AU,-23.1333,150.7333,76.78,55,3,14.32,clear sky
361,Nesna,NO,66.1967,13.0213,48.42,80,96,7.94,overcast clouds
362,Novoil'insk,RU,51.6829,108.7143,38.41,44,100,9.17,overcast clouds
363,Gbadolite,CD,4.2833,21.0167,68.4,97,97,0.92,overcast clouds
364,Paamiut,GL,61.994,-49.6678,35.98,60,45,3.15,scattered clouds
365,Luanda,AO,-8.8368,13.2343,71.6,88,40,3.44,scattered clouds
366,Maumere,ID,-8.6199,122.2111,85.57,67,56,3.6,broken clouds
367,Sidi Ali,DZ,36.0998,0.4206,67.01,94,7,3.78,clear sky
368,Denpasar,ID,-8.65,115.2167,82.06,83,75,4.61,broken clouds
369,Gejiu,CN,23.306,103.1635,66.7,66,87,4.43,overcast clouds
370,Nelson Bay,AU,-32.7167,152.15,71.65,69,31,8.01,scattered clouds
371,Buchanan,LR,5.8808,-10.0467,74.79,92,75,2.86,broken clouds
372,Paragominas,BR,-2.9667,-47.4833,70.14,98,41,1.52,scattered clouds
373,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,74.01,83,61,0.69,broken clouds
374,Ixtapa,MX,20.7,-105.2,73.22,94,96,2.77,overcast clouds
375,Pitimbu,BR,-7.4706,-34.8086,72.19,77,76,9.6,broken clouds
376,Port-Cartier,CA,50.0334,-66.8654,51.48,66,11,6.8,few clouds
377,Biggar,CA,52.0668,-108.0014,55.53,55,56,5.7,broken clouds
378,Beaverlodge,CA,55.2166,-119.4361,49.35,65,48,3.98,scattered clouds
379,Rāmānuj Ganj,IN,23.8,83.7,75.51,91,99,1.63,overcast clouds
380,Sirte,LY,31.2089,16.5887,76.26,66,100,12.35,overcast clouds
381,Miles City,US,46.4083,-105.8406,57.31,76,96,3.29,overcast clouds
382,Ruston,US,32.5232,-92.6379,57.02,82,0,0.0,clear sky
383,Provideniya,RU,64.3833,-173.3,39.36,93,0,4.47,clear sky
384,Camacha,PT,33.0833,-16.3333,63.82,82,20,3.44,few clouds
385,Pascagoula,US,30.3658,-88.5561,66.92,97,49,4.16,scattered clouds
386,Angoche,MZ,-16.2325,39.9086,76.33,68,0,6.67,clear sky
387,Cabo San Lucas,MX,22.8909,-109.9124,81.61,73,1,5.73,clear sky
388,Sorong,ID,-0.8833,131.25,83.66,74,46,3.58,scattered clouds
389,Goba,ET,7.0167,39.9833,52.32,93,98,2.37,overcast clouds
390,Smithers,CA,54.7804,-127.1743,44.92,93,100,3.44,overcast clouds
391,Yaring,TH,6.8662,101.3689,84.31,68,100,5.28,light rain
392,Mācherla,IN,16.4833,79.4333,83.86,66,96,12.59,overcast clouds
393,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,17.27,few clouds
394,Muncie,US,40.1934,-85.3864,48.16,80,10,7.45,clear sky
395,Marsá Maţrūḩ,EG,31.3525,27.2453,68.2,77,0,5.75,clear sky
396,Goundam,ML,16.4145,-3.6708,89.49,27,24,6.91,few clouds
397,Havøysund,NO,70.9963,24.6622,43.03,73,67,8.41,broken clouds
398,Seymchan,RU,62.8833,152.4333,26.76,79,100,12.64,overcast clouds
399,Kabin Buri,TH,13.9511,101.7177,83.97,100,100,6.76,overcast clouds
400,Marsh Harbour,BS,26.5412,-77.0636,80.42,68,93,10.29,overcast clouds
401,Muisne,EC,0.6,-80.0333,74.84,88,100,12.03,overcast clouds
402,Merowe,SD,18.4833,31.8167,86.79,14,61,4.47,broken clouds
403,Katherine,AU,-14.4667,132.2667,79.12,69,96,19.57,overcast clouds
404,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,44,0,11.5,clear sky
405,Challans,FR,46.8436,-1.8749,53.8,89,1,2.3,clear sky
406,Bukama,CD,-9.2,25.85,76.3,63,13,0.45,few clouds
407,Aklavik,CA,68.2191,-135.0107,24.01,93,42,8.48,scattered clouds
408,Arosa,CH,46.7779,9.6762,36.28,39,20,1.97,few clouds
409,Guarapari,BR,-20.6667,-40.4975,70.9,96,98,4.54,overcast clouds
410,Le Vauclin,MQ,14.5452,-60.8388,82.85,89,75,9.22,broken clouds
411,Tabriz,IR,38.08,46.2919,63.86,25,0,6.91,clear sky
412,Vuktyl,RU,63.8567,57.3094,40.39,83,100,4.03,overcast clouds
413,San Vicente,PH,15.2955,120.6465,92.53,62,75,6.91,broken clouds
414,Santa Cruz,CR,10.2605,-85.5851,77.36,93,99,2.91,overcast clouds
415,Mabaruma,GY,8.2,-59.7833,73.8,95,17,0.63,few clouds
416,Oxbow,CA,49.2333,-102.1676,58.64,55,30,3.83,scattered clouds
417,Buritizeiro,BR,-17.3511,-44.9622,71.42,83,86,3.11,overcast clouds
418,Saldanha,ZA,-33.0117,17.9442,46.45,74,15,10.67,few clouds
419,Ubaque,CO,4.4867,-73.9375,59.81,93,79,2.26,broken clouds
420,Kirensk,RU,57.7853,108.1119,34.61,61,98,4.05,overcast clouds
421,Leningradskiy,RU,69.3833,178.4167,30.56,89,100,3.91,light snow
422,Qaqortoq,GL,60.7167,-46.0333,34.65,54,0,4.43,clear sky
423,Atambua,ID,-9.1061,124.8925,82.76,68,91,3.29,overcast clouds
424,Kushima,JP,31.4583,131.2333,82.15,69,77,8.77,broken clouds
425,Vila Franca do Campo,PT,37.7167,-25.4333,74.19,93,44,9.31,light rain
426,Jos,NG,9.9167,8.9,63.91,80,94,3.24,overcast clouds
427,Bredy,RU,52.4153,60.3411,45.3,30,10,5.61,clear sky
428,Gayéri,BF,12.6497,0.4931,77.65,76,5,10.71,clear sky
429,Red Deer,CA,52.2668,-113.802,50.29,62,19,6.8,few clouds
430,Ushtobe,KZ,45.2514,77.9838,60.01,19,70,2.53,broken clouds
431,Barcelos,BR,-0.9747,-62.9242,73.76,94,98,2.75,overcast clouds
432,Krasnoborsk,RU,61.5598,45.934,51.35,93,100,7.45,overcast clouds
433,Kirakira,SB,-10.4544,161.9205,83.84,68,69,7.9,broken clouds
434,Primorsk,RU,60.3659,28.6074,48.58,85,100,12.46,overcast clouds
435,Manjacaze,MZ,-24.7117,33.8828,74.59,60,0,4.16,clear sky
436,Zhanakorgan,KZ,43.9098,67.2495,63.68,19,0,6.33,clear sky
437,Kifrī,IQ,34.6959,44.9661,85.3,14,0,8.05,clear sky
438,Lakatoro,VU,-16.0999,167.4164,79.86,78,36,8.21,scattered clouds
439,Kushiro,JP,42.975,144.3747,65.35,100,75,21.85,light intensity shower rain
440,Rio Grande,BR,-32.035,-52.0986,54.41,76,55,10.25,broken clouds
441,Malaya Purga,RU,56.5567,53.0043,50.5,44,44,9.64,scattered clouds
442,Kibre Mengist,ET,5.8833,38.9833,58.71,95,100,0.78,light rain
443,Vieux Fort,LC,13.7167,-60.95,80.38,79,23,11.5,few clouds
444,Manavālakurichi,IN,8.1333,77.3,85.44,65,93,17.31,overcast clouds
445,Chicama,PE,-7.8447,-79.1469,61.93,86,58,6.69,broken clouds
446,Española,US,35.9911,-106.0806,58.14,92,67,6.33,broken clouds
447,Gumdag,TM,39.2061,54.5906,66.22,13,11,25.61,few clouds
448,Hualmay,PE,-11.0964,-77.6139,60.78,87,53,8.95,broken clouds
449,Sassandra,CI,4.95,-6.0833,73.6,95,84,3.49,broken clouds
450,Pareora,NZ,-44.4871,171.2132,52.18,89,100,8.39,overcast clouds
451,Dickinson,US,29.4608,-95.0513,75.94,71,0,0.0,clear sky
452,Shimanovsk,RU,52.0,127.7,39.33,30,11,13.2,few clouds
453,Luganville,VU,-15.5333,167.1667,80.17,78,36,6.51,scattered clouds
454,Coyhaique,CL,-45.5752,-72.0662,43.03,96,98,4.29,overcast clouds
455,Mikuni,JP,36.2171,136.1519,81.16,61,71,16.93,moderate rain
456,Georgetown,SH,-7.9333,-14.4167,74.62,78,99,14.5,overcast clouds
457,Severo-Yeniseyskiy,RU,60.3725,93.0408,34.74,54,84,7.7,broken clouds
458,Longjiang,CN,47.3303,123.1836,47.37,16,1,15.23,clear sky
459,Balakirevo,RU,56.5059,38.8432,48.4,83,97,15.9,overcast clouds
460,Taoudenni,ML,22.6783,-3.9836,88.92,17,30,13.11,scattered clouds
461,Trairi,BR,-3.2778,-39.2689,77.81,76,57,13.29,broken clouds
462,Nanortalik,GL,60.1432,-45.2371,36.73,71,3,6.58,clear sky
463,Machiques,VE,10.0644,-72.545,75.49,81,14,3.22,few clouds
464,Ausa,IN,18.25,76.5,80.22,63,99,15.17,overcast clouds
465,Anzio,IT,41.4853,12.6179,67.01,75,11,3.51,few clouds
466,Namuac,PH,18.6109,121.1657,86.85,68,10,11.39,clear sky
467,Lodwar,KE,3.1191,35.5973,81.09,41,100,13.49,overcast clouds
468,Kitimat,CA,54.0524,-128.6534,57.87,79,100,3.18,overcast clouds
469,Novy Urengoy,RU,66.0833,76.6333,38.17,89,100,13.31,overcast clouds
470,Jalu,LY,29.0331,21.5482,68.65,73,0,7.43,clear sky
471,Kropotkin,RU,45.4375,40.5756,59.79,60,96,7.83,overcast clouds
472,Kantilo,IN,20.35,85.1833,78.04,95,100,4.34,very heavy rain
473,Shar,KZ,49.5886,81.0453,47.48,29,0,7.99,clear sky
474,Sørland,NO,67.667,12.6934,46.26,83,90,17.34,overcast clouds
475,Singkawang,ID,0.9,109.0,87.51,64,78,6.24,broken clouds
476,Kupang,ID,-10.1667,123.5833,83.93,71,84,8.66,broken clouds
477,Manga,BR,-14.7558,-43.9322,75.7,61,66,3.29,broken clouds
478,Skjervøy,NO,70.0311,20.9714,42.8,78,96,12.59,overcast clouds
479,North Platte,US,41.1239,-100.7654,57.11,93,100,5.01,overcast clouds
480,Shenjiamen,CN,29.9576,122.298,74.48,86,89,24.61,overcast clouds
481,Hambantota,LK,6.1241,81.1185,88.14,66,40,11.5,scattered clouds
482,Ponta do Sol,PT,32.6667,-17.1,71.71,63,38,2.8,scattered clouds
483,Baghmara,IN,23.795,86.2085,80.92,80,99,8.08,overcast clouds
484,Amroha,IN,28.9167,78.4667,86.85,58,39,7.05,scattered clouds
485,Saint-Félicien,CA,48.6501,-72.4491,43.47,62,92,5.35,overcast clouds
486,Champerico,GT,14.3,-91.9167,79.95,80,72,5.68,broken clouds
487,Kobryn,BY,52.2138,24.3564,48.58,82,100,19.39,overcast clouds
488,Norman Wells,CA,65.282,-126.8329,36.25,99,100,0.72,overcast clouds
489,Margate,ZA,-30.8636,30.3705,66.27,73,100,15.59,overcast clouds
490,Agadir,MA,30.4202,-9.5982,64.85,43,43,3.89,scattered clouds
491,Porbandar,IN,21.6422,69.6093,83.01,64,100,3.18,overcast clouds
492,Abilene,US,32.4487,-99.7331,66.88,34,0,6.91,clear sky
493,Pestravka,RU,52.405,49.9583,55.2,26,100,14.29,overcast clouds
494,Warragul,AU,-38.1667,145.9333,61.11,44,100,5.39,overcast clouds
495,Keuruu,FI,62.2667,24.7,39.38,87,100,8.32,overcast clouds
496,Knurów,PL,50.2197,18.6507,50.09,93,74,11.23,broken clouds
497,Caravelas,BR,-17.7125,-39.2481,74.3,89,58,9.17,broken clouds
498,Pochutla,MX,15.7432,-96.4661,76.82,88,63,3.65,broken clouds
499,Libenge,CD,3.65,18.6333,68.58,97,100,2.73,overcast clouds
500,Redding,US,40.5865,-122.3917,73.17,53,0,1.01,clear sky
501,Matagami,CA,49.7502,-77.6328,51.22,90,98,5.57,overcast clouds
502,Nizhniy Ingash,RU,56.2,96.53,32.58,89,96,1.39,overcast clouds
503,Price,US,39.5994,-110.8107,55.11,65,19,2.3,few clouds
504,Guerrero,MX,17.6667,-100.0,65.1,96,99,3.85,overcast clouds
505,Zhangaözen,KZ,43.3,52.8,58.59,24,4,20.76,clear sky
506,Deyang,CN,31.1302,104.382,63.57,85,100,3.69,overcast clouds
507,Mersing,MY,2.4312,103.8405,85.57,66,99,3.27,overcast clouds
508,Constitucion,MX,23.9912,-104.6749,54.14,95,100,1.99,overcast clouds
509,Blackwater,AU,-23.5833,148.8833,83.05,30,4,14.07,clear sky
510,Saint-Raymond,CA,45.467,-73.6095,44.92,78,20,3.44,few clouds
511,Adrar,DZ,25.75,-1.0,83.75,27,50,11.03,scattered clouds
512,Ola,RU,59.5833,151.2833,35.15,66,100,16.31,overcast clouds
513,Slave Lake,CA,55.2834,-114.769,51.49,71,73,4.18,broken clouds
514,Buala,SB,-8.145,159.5921,84.42,69,100,9.24,light rain
515,San Luis,AR,-33.295,-66.3356,66.24,27,4,15.73,clear sky
516,Novoagansk,RU,61.9449,76.6625,40.06,96,100,11.77,overcast clouds
517,Ust-Kuyga,RU,70.0167,135.6,25.93,84,92,1.25,overcast clouds
518,Kieta,PG,-6.2167,155.6333,83.3,76,99,6.42,light rain
519,Arlit,NE,18.7369,7.3853,87.62,15,0,7.81,clear sky
520,Vung Tau,VN,10.346,107.0843,84.02,75,94,12.41,overcast clouds
521,Hammerfest,NO,70.6634,23.6821,37.85,87,40,1.14,scattered clouds
522,Chokwé,MZ,-24.5333,32.9833,78.19,49,0,2.71,clear sky
523,Egvekinot,RU,66.3167,-179.1667,24.3,81,86,8.84,overcast clouds
524,Ternate,ID,0.8,127.4,84.72,67,100,4.21,overcast clouds
525,Saint-Augustin,CA,51.226,-58.6502,42.1,69,15,14.25,few clouds
526,Haicheng,CN,40.8516,122.7475,48.76,33,0,21.59,clear sky
527,Majene,ID,-3.5403,118.9707,84.16,72,43,5.64,scattered clouds
528,Aksu,CN,41.1231,80.2644,63.01,32,97,10.8,overcast clouds
529,San Quintín,MX,30.4833,-115.95,67.98,86,74,10.85,broken clouds
530,Talavera,PE,-13.6531,-73.4292,53.55,82,89,1.66,overcast clouds
531,Paranavaí,BR,-23.0731,-52.4653,64.45,72,24,2.73,few clouds
532,Kamaishi,JP,39.2667,141.8833,71.46,79,100,13.0,moderate rain
533,Alihe,CN,50.5667,123.7167,39.97,25,60,11.72,broken clouds
534,Arraias,BR,-12.9288,-46.9437,75.15,48,69,2.8,broken clouds
535,Yeniseysk,RU,58.4497,92.1703,40.26,53,34,3.58,scattered clouds
536,Russell,NZ,-35.2613,174.1236,65.23,71,80,3.62,broken clouds
537,Kalmunai,LK,7.4167,81.8167,87.13,55,100,2.91,overcast clouds
538,Moerai,PF,-22.4333,-151.3333,71.8,66,1,24.36,clear sky
539,Serebryansk,KZ,49.6925,83.2892,50.56,29,0,0.36,clear sky
540,Havre-St-Pierre,CA,50.2334,-63.5986,47.28,81,9,16.35,clear sky
541,Kodār,IN,16.9833,79.9667,79.54,80,99,9.33,light rain
542,Igarka,RU,67.4667,86.5833,32.14,98,100,21.39,snow
543,Alegrete,BR,-29.7831,-55.7919,48.65,79,8,11.07,clear sky
544,Cam Ranh,VN,11.9214,109.1591,75.16,88,75,3.44,moderate rain
545,Santander,ES,43.4647,-3.8044,58.46,95,20,1.14,mist
546,Manyoni,TZ,-5.7467,34.8382,65.93,52,74,8.39,broken clouds
547,Beloha,MG,-25.1667,45.05,80.15,38,0,1.01,clear sky
548,Labuhan,ID,-6.8844,112.2051,86.9,61,87,1.03,overcast clouds
549,Ambilobe,MG,-13.2,49.05,80.02,44,49,4.21,scattered clouds
550,Issenye,TZ,-2.0,34.3333,72.55,47,100,6.38,overcast clouds
551,Kyzyl-Suu,KG,42.3414,78.0056,51.24,68,85,6.15,overcast clouds
552,Sampit,ID,-2.5333,112.95,85.3,73,80,1.34,broken clouds
553,Mandurah,AU,-32.55,115.7,65.88,52,0,11.7,clear sky
554,Williams Lake,CA,52.1415,-122.1445,55.06,76,0,2.24,clear sky
555,Gweta,BW,-20.1833,25.2333,72.32,24,0,8.39,clear sky
556,Oddur,SO,4.1213,43.8894,75.4,62,40,13.02,scattered clouds
557,Leshukonskoye,RU,64.8989,45.7622,40.3,94,100,9.24,light rain
558,Russkaya Polyana,RU,53.7794,73.8806,43.09,46,14,4.18,few clouds
559,Verkhnevilyuysk,RU,63.4453,120.3167,32.58,58,98,8.75,overcast clouds
560,Letlhakeng,BW,-24.0944,25.0298,72.86,20,0,5.95,clear sky
561,High Level,CA,58.5169,-117.136,47.28,50,82,1.88,broken clouds
562,Ulaanbaatar,MN,47.9077,106.8832,35.92,24,0,7.54,clear sky
563,Yumen,CN,40.2833,97.2,54.72,29,1,22.53,clear sky
564,Kinshasa,CD,-4.3246,15.3215,73.38,82,60,2.19,broken clouds
565,Sainte-Suzanne,RE,-20.9061,55.6089,77.22,68,2,20.71,clear sky
566,Ambulu,ID,-8.345,113.6058,82.4,70,93,7.02,overcast clouds
567,Beatrice,US,40.2681,-96.747,62.69,55,0,5.75,clear sky
568,Churapcha,RU,62.0025,132.4325,30.65,51,99,8.43,overcast clouds
569,Dwārka,IN,22.2394,68.9678,82.94,64,43,3.62,scattered clouds
570,Xingcheng,CN,40.6167,120.7167,53.51,23,0,23.82,clear sky
571,Daru,PG,-9.0763,143.2092,83.19,81,84,14.72,broken clouds
572,Kiruna,SE,67.8557,20.2251,38.32,100,100,0.0,mist
573,Bosaso,SO,11.2842,49.1816,90.25,44,87,5.93,overcast clouds
574,Sabang,ID,5.8933,95.3214,79.99,82,95,20.33,overcast clouds
575,Cayenne,GF,4.9333,-52.3333,73.44,94,0,0.0,clear sky
576,Galle,LK,6.0367,80.217,80.08,84,100,15.9,overcast clouds
577,Ghanzi,BW,-21.5667,21.7833,72.23,18,0,7.63,clear sky
578,Sept-Îles,CA,50.2001,-66.3821,43.05,78,10,1.01,clear sky
579,Belmonte,BR,-15.8631,-38.8828,73.96,83,28,10.87,scattered clouds
580,Kaihua,CN,23.3687,104.28,73.33,69,85,6.13,overcast clouds
581,Almonte,ES,37.2647,-6.5167,66.27,56,0,3.2,clear sky
582,Nísia Floresta,BR,-6.0911,-35.2086,72.41,90,61,6.35,broken clouds
583,Crystal Beach,CA,42.8699,-79.0583,44.91,90,100,3.38,overcast clouds
584,Sioux Lookout,CA,50.1001,-91.917,53.58,83,95,2.08,overcast clouds
585,Tura,IN,25.5198,90.2201,78.64,81,100,1.59,overcast clouds
586,Sambava,MG,-14.2667,50.1667,72.55,75,84,9.08,broken clouds
587,Bandarbeyla,SO,9.4942,50.8122,81.23,67,41,15.86,scattered clouds
588,Nago,JP,26.5881,127.9761,88.23,67,9,1.5,clear sky
589,La Paz,MX,24.1667,-110.3,75.25,69,40,11.5,scattered clouds
590,Nantucket,US,41.2835,-70.0995,59.11,77,100,21.85,overcast clouds
591,Whitehorse,CA,60.7161,-135.0538,46.31,63,59,11.99,broken clouds
592,Auki,SB,-8.7676,160.7034,84.38,64,97,3.15,overcast clouds
593,Padang,ID,-0.9492,100.3543,84.25,85,100,5.41,overcast clouds
594,Dubbo,AU,-32.25,148.6167,69.93,49,13,5.75,few clouds
595,Dudinka,RU,69.4058,86.1778,33.62,97,100,21.79,snow
596,Banjar,ID,-8.19,114.9675,84.31,75,97,2.98,overcast clouds
597,Portsmouth,US,36.8354,-76.2983,54.03,92,100,19.57,mist
598,La Macarena,CO,2.1837,-73.7849,71.29,90,57,1.66,broken clouds
599,Benxi,CN,41.2886,123.765,50.32,33,0,14.32,clear sky
600,Giyani,ZA,-23.3025,30.7187,80.89,32,0,1.45,clear sky
601,Stornoway,GB,58.2093,-6.3865,57.16,93,75,13.8,moderate rain
602,Khovd,MN,48.0056,91.6419,36.3,20,7,3.74,clear sky
603,Barra do Corda,BR,-5.5,-45.25,75.42,78,7,6.26,clear sky
604,Launceston,AU,-41.45,147.1667,59.81,41,40,18.41,scattered clouds
605,Korsakovo,RU,53.2677,37.3569,48.27,83,98,20.07,overcast clouds
606,Uren',RU,57.4552,45.7852,52.48,84,98,10.22,overcast clouds
607,Huntingdon,GB,52.3305,-0.1865,58.26,95,100,10.94,overcast clouds
608,Malmesbury,ZA,-33.4608,18.7271,47.77,89,1,3.69,clear sky
609,Castelo do Piauí,BR,-5.3222,-41.5525,71.85,57,47,2.06,scattered clouds
610,Sombrio,BR,-29.1139,-49.6167,52.93,76,93,5.32,overcast clouds
611,Lokosovo,RU,61.1333,74.8167,42.57,93,100,10.36,overcast clouds
612,Puerto Colombia,CO,10.9878,-74.9547,84.29,82,91,13.82,overcast clouds
613,Pueblo Nuevo,MX,23.3833,-105.3833,51.82,83,79,5.32,broken clouds
614,Pa Sang,TH,18.5262,98.9394,87.03,58,51,2.71,broken clouds
615,Mount Gambier,AU,-37.8333,140.7667,58.73,75,100,11.5,light rain
616,Banda Aceh,ID,5.5577,95.3222,82.06,77,77,15.3,broken clouds
617,Sola,VU,-13.8833,167.55,80.42,75,16,10.89,few clouds
618,Haikou,CN,20.0458,110.3417,85.33,75,100,12.57,overcast clouds
619,Corn Island,NI,12.1694,-83.0418,82.45,76,76,12.91,broken clouds
620,Banaba,PH,14.2167,120.85,86.67,63,100,7.92,overcast clouds
621,Ube,JP,33.9431,131.2511,85.23,69,97,10.65,overcast clouds
622,Kotel'nich,RU,58.3089,48.348,50.88,84,100,10.33,overcast clouds
623,Mareeba,AU,-17.0,145.4333,81.48,70,60,9.91,broken clouds
624,Koslan,RU,63.4564,48.8989,43.03,97,100,8.5,light rain
625,Kommunar,RU,59.6206,30.39,45.93,97,86,5.08,overcast clouds
626,Guanaja,HN,16.4,-85.9,82.26,68,99,4.9,overcast clouds
627,Tianpeng,CN,30.9866,103.9393,62.89,90,100,5.46,overcast clouds
628,Tazovsky,RU,67.4667,78.7,37.62,91,100,16.71,overcast clouds
629,Cabedelo,BR,-6.9811,-34.8339,72.27,77,84,9.89,broken clouds
630,Hanna,CA,51.6334,-111.9018,58.59,56,21,7.34,few clouds
631,Montepuez,MZ,-13.1256,38.9997,71.26,57,5,4.94,clear sky
632,The Valley,AI,18.217,-63.0578,82.09,73,56,15.23,broken clouds
633,Bismarck,US,46.8083,-100.7837,57.04,86,100,5.75,mist
634,Pitsunda,GE,43.1592,40.3378,62.78,81,100,2.04,light rain
635,Mossendjo,CG,-2.9506,12.7261,69.1,98,100,1.21,overcast clouds
636,Lincoln,NZ,-43.65,172.4833,60.42,55,65,6.91,broken clouds
637,Eureka,US,40.8021,-124.1637,59.67,85,40,1.99,scattered clouds
638,Harper,LR,4.375,-7.7169,75.15,90,96,3.36,overcast clouds
639,Kugul'ta,RU,45.3636,42.3889,59.58,53,94,10.51,overcast clouds
640,Valparaíso,MX,22.7667,-103.5667,56.97,88,81,4.52,broken clouds
641,Panguipulli,CL,-39.6333,-72.3333,47.89,98,99,2.19,overcast clouds
642,Listvyagi,RU,53.6772,86.951,41.32,52,13,3.85,few clouds
643,Kawalu,ID,-7.3817,108.2082,79.03,84,94,4.94,overcast clouds
644,Manzanillo,CU,20.3433,-77.1167,75.69,87,89,1.36,overcast clouds
645,Foshan,CN,23.0268,113.1315,93.24,42,6,2.19,clear sky
646,Esterhazy,CA,50.65,-102.0843,53.4,80,31,6.82,scattered clouds
647,Mil'kovo,RU,54.7167,158.6167,49.19,80,100,1.28,overcast clouds
648,Amahai,ID,-3.3333,128.9167,83.26,77,79,5.03,light rain
649,Belaya Gora,RU,68.5333,146.4167,27.66,68,99,5.61,overcast clouds
650,Oyama,JP,36.3,139.8,86.59,38,95,6.73,overcast clouds
651,Teknāf,BD,20.8624,92.3058,87.39,64,98,4.05,overcast clouds
652,São Borja,BR,-28.6606,-56.0044,52.95,73,15,6.98,few clouds
653,Puerto Madero,MX,14.7208,-92.4215,75.4,100,40,0.0,scattered clouds
654,Belluno,IT,46.145,12.2214,54.41,88,57,1.99,broken clouds
655,Port Pirie,AU,-33.1833,138.0167,76.57,52,61,9.1,light rain
656,Berlevåg,NO,70.8578,29.0864,39.0,87,75,4.61,broken clouds
657,Angoram,PG,-4.0625,144.0661,92.89,50,42,6.26,scattered clouds
658,Aitape,PG,-3.1374,142.3475,87.17,65,54,9.98,broken clouds
659,San Miguel,PA,8.5436,-82.7476,72.81,96,75,2.8,broken clouds
660,Houma,CN,35.6254,111.3627,51.93,78,100,4.34,light rain
661,Altamira,BR,-3.2033,-52.2064,78.06,66,81,2.3,broken clouds
662,General Roca,AR,-39.0333,-67.5833,56.64,65,66,7.16,broken clouds
663,Kununurra,AU,-15.7667,128.7333,100.38,23,40,11.5,scattered clouds
664,Terrace,CA,54.5163,-128.6035,54.72,79,93,2.08,overcast clouds
665,Goiás,BR,-15.5807,-49.6362,71.15,79,74,0.96,broken clouds
666,Nouakchott,MR,18.0858,-15.9785,80.53,63,97,8.95,overcast clouds
667,Belle Fourche,US,44.6714,-103.8522,56.5,86,90,6.31,overcast clouds
668,Turukhansk,RU,65.8167,87.9833,30.6,96,100,20.33,snow
669,Corowa,AU,-36.0333,146.3833,73.42,55,99,3.6,overcast clouds
670,Lincoln,AR,-34.8665,-61.5302,51.93,55,65,14.34,broken clouds
671,Östersund,SE,63.1792,14.6357,45.05,100,0,7.0,clear sky
672,Tulun,RU,54.5611,100.5792,34.5,64,96,3.51,overcast clouds
673,Uarini,BR,-2.99,-65.1083,73.09,92,74,1.86,broken clouds
674,Naryan-Mar,RU,67.6713,53.087,39.02,88,100,7.45,overcast clouds
675,Sabha,LY,27.0377,14.4283,68.02,56,12,8.57,few clouds
676,Lethem,GY,3.3803,-59.7968,76.66,75,71,3.42,broken clouds
677,Aykhal,RU,66.0,111.5,23.18,88,62,14.47,broken clouds
678,Mackay,AU,-21.15,149.2,73.69,59,99,14.88,overcast clouds
679,Cleveland,US,41.4995,-81.6954,49.08,89,75,0.0,broken clouds
680,Hoshcha,UA,50.6003,26.6744,45.68,88,100,17.98,overcast clouds
681,Bagn,NO,60.8225,9.5521,41.09,94,95,2.42,overcast clouds
